experiment,mode,variant,pat_idx,eta,hamming_in,init_state,result_state,settled,settle_time,outcome,recalled_pat,correct,k_correct
partial_even_odd,even_odd,,2,0.25,4,b29e,a6b6,True,25,correct,2,True,10
partial_even_odd,even_odd,,2,0.0625,1,a636,a6b6,True,25,correct,2,True,10
partial_even_odd,even_odd,,2,0.3125,5,4f2,58a4,True,79,spurious,-1,False,10
partial_even_odd,even_odd,,2,0.125,2,a7b2,a6b6,True,11,correct,2,True,10
partial_even_odd,even_odd,,2,0.1875,3,e626,e6fa,True,41,spurious,-1,False,10
partial_even_odd,even_odd,,2,0.1875,3,a2f7,a6b6,True,11,correct,2,True,10
partial_even_odd,even_odd,,2,0.25,4,37b7,a6b6,True,45,correct,2,True,10
partial_even_odd,even_odd,,2,0.125,2,87b6,a6b6,True,25,correct,2,True,10
partial_even_odd,even_odd,,2,0.1875,3,b2b4,a6b6,True,45,correct,2,True,10
partial_even_odd,even_odd,,2,0.25,4,32a6,a6b6,True,45,correct,2,True,10
partial_even_odd,even_odd,,2,0.3125,5,c1b6,fca6,True,59,wrong_pattern,0,False,10
partial_even_odd,even_odd,,2,0.25,4,ef6,2b4,True,69,spurious,-1,False,10
partial_even_odd,even_odd,,2,0.125,2,36b6,a6b6,True,45,correct,2,True,10
partial_even_odd,even_odd,,2,0.3125,5,2d36,fca6,True,73,wrong_pattern,0,False,10
partial_even_odd,even_odd,,2,0.0625,1,a6f6,a6b6,True,11,correct,2,True,10
partial_even_odd,even_odd,,2,0.125,2,a4a6,fca6,True,45,wrong_pattern,0,False,10
partial_even_odd,even_odd,,2,0.3125,5,8ca2,fca6,True,45,wrong_pattern,0,False,10
partial_even_odd,even_odd,,2,0.25,4,26a5,2b4,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,2,0.1875,3,2cb6,fca6,True,45,wrong_pattern,0,False,10
partial_even_odd,even_odd,,2,0.25,4,b2d6,a6b6,True,25,correct,2,True,10
partial_even_odd,even_odd,,2,0.25,4,6296,a6b6,True,45,correct,2,True,10
partial_even_odd,even_odd,,2,0.0625,1,e6b6,a6b6,True,11,correct,2,True,10
partial_even_odd,even_odd,,2,0.1875,3,aeb0,a6b6,True,35,correct,2,True,10
partial_even_odd,even_odd,,2,0.25,4,a1b4,a6b6,True,59,correct,2,True,10
partial_even_odd,even_odd,,2,0.125,2,beb6,fca6,True,35,wrong_pattern,0,False,10
partial_even_odd,even_odd,,2,0.25,4,8e32,e6fa,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,2,0.1875,3,24b4,58a4,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,2,0.1875,3,a4e6,fca6,True,45,wrong_pattern,0,False,10
partial_even_odd,even_odd,,2,0.125,2,c6b6,a6b6,True,25,correct,2,True,10
partial_even_odd,even_odd,,3,0.1875,3,9d2f,fd4b,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.125,2,bd0e,fd4b,True,51,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.0625,1,bd0f,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.3125,5,9401,359,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,fd86,fca6,True,35,wrong_pattern,0,False,10
partial_even_odd,even_odd,,3,0.1875,3,b705,a797,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.25,4,fd93,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.25,4,ff86,fca6,True,35,wrong_pattern,0,False,10
partial_even_odd,even_odd,,3,0.25,4,9d3f,bd07,True,35,correct,3,True,10
partial_even_odd,even_odd,,3,0.1875,3,3c05,1905,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,bd4d,fd4b,True,35,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,9807,bd07,True,45,correct,3,True,10
partial_even_odd,even_odd,,3,0.0625,1,bd0f,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.3125,5,3101,359,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,b583,a797,True,49,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.3125,5,3897,fca6,True,45,wrong_pattern,0,False,10
partial_even_odd,even_odd,,3,0.0625,1,bd47,bd07,True,11,correct,3,True,10
partial_even_odd,even_odd,,3,0.25,4,df0f,a75b,True,55,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.25,4,998f,bd07,True,45,correct,3,True,10
partial_even_odd,even_odd,,3,0.1875,3,b747,a75b,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.25,4,ec0f,fd4b,True,21,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,9506,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.125,2,bda7,fca6,True,11,wrong_pattern,0,False,10
partial_even_odd,even_odd,,3,0.25,4,9dc6,fca6,True,45,wrong_pattern,0,False,10
partial_even_odd,even_odd,,3,0.1875,3,b405,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.125,2,b707,a797,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,fc06,bd07,True,21,correct,3,True,10
partial_even_odd,even_odd,,3,0.1875,3,9547,a75b,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.125,2,9d03,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.25,4,8d1f,fd4b,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,fd0b,fd4b,True,11,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,bd0c,fd4b,True,51,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,a505,bf97,True,55,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.3125,5,c90f,fd4b,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,9d8f,bd07,True,35,correct,3,True,10
partial_even_odd,even_odd,,3,0.125,2,b587,a797,True,55,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.125,2,fc07,bd07,True,11,correct,3,True,10
partial_even_odd,even_odd,,3,0.0,0,bd07,bd07,True,0,correct,3,True,10
partial_even_odd,even_odd,,3,0.25,4,3db7,fca6,True,35,wrong_pattern,0,False,10
partial_even_odd,even_odd,,3,0.25,4,95a7,fca6,True,89,wrong_pattern,0,False,10
partial_even_odd,even_odd,,3,0.1875,3,6d07,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.125,2,bd23,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.3125,5,300f,a75b,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.25,4,fc25,fca6,True,59,wrong_pattern,0,False,10
partial_even_odd,even_odd,,3,0.125,2,fd0f,fd4b,True,21,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.25,4,bc0c,fd4b,True,51,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.25,4,fe06,fca6,True,103,wrong_pattern,0,False,10
partial_even_odd,even_odd,,3,0.1875,3,b9a7,fca6,True,11,wrong_pattern,0,False,10
partial_even_odd,even_odd,,3,0.25,4,2527,bf97,True,35,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.125,2,b947,bd07,True,11,correct,3,True,10
partial_even_odd,even_odd,,3,0.25,4,a523,a75b,True,35,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.125,2,fd87,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.375,6,9b93,a797,True,69,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.25,4,3427,fca6,True,59,wrong_pattern,0,False,10
partial_even_odd,even_odd,,3,0.25,4,fd2d,fd4b,True,35,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,9d25,1905,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.3125,5,6503,fd4b,True,35,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.0625,1,b907,bd07,True,11,correct,3,True,10
partial_even_odd,even_odd,,3,0.0,0,bd07,bd07,True,0,correct,3,True,10
partial_even_odd,even_odd,,3,0.0625,1,b507,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.0625,1,b507,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.125,2,bd67,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.0625,1,bd87,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.0625,1,b507,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.125,2,9d0f,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.1875,3,9506,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.3125,5,a101,a75b,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,3c27,fca6,True,59,wrong_pattern,0,False,10
partial_even_odd,even_odd,,3,0.25,4,be43,bd07,True,45,correct,3,True,10
partial_even_odd,even_odd,,3,0.125,2,bd97,bd07,True,45,correct,3,True,10
partial_even_odd,even_odd,,3,0.1875,3,3d01,1905,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.0,0,bd07,bd07,True,0,correct,3,True,10
partial_even_odd,even_odd,,3,0.375,6,8715,395,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.25,4,b40e,a75b,True,55,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,ac87,fca6,True,65,wrong_pattern,0,False,10
partial_even_odd,even_odd,,3,0.1875,3,9d15,1905,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.25,4,bf63,bd07,True,49,correct,3,True,10
partial_even_odd,even_odd,,3,0.1875,3,b504,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.125,2,9d05,1905,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,bd33,bd07,True,45,correct,3,True,10
partial_even_odd,even_odd,,3,0.1875,3,9f87,bf97,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,cd07,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.1875,3,e907,bd07,True,11,correct,3,True,10
partial_even_odd,even_odd,,3,0.0625,1,b907,bd07,True,11,correct,3,True,10
partial_even_odd,even_odd,,3,0.1875,3,bda6,fca6,True,11,wrong_pattern,0,False,10
partial_even_odd,even_odd,,3,0.3125,5,8127,bf97,True,65,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.125,2,a507,bf97,True,55,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.125,2,3d27,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.25,4,3501,359,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,bc0e,fd4b,True,51,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.25,4,8d46,fd4b,True,93,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.25,4,3c1f,bd07,True,45,correct,3,True,10
partial_even_odd,even_odd,,3,0.1875,3,fd0e,fd4b,True,11,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.125,2,bc47,bd07,True,21,correct,3,True,10
partial_even_odd,even_odd,,3,0.1875,3,fb07,bd07,True,35,correct,3,True,10
partial_even_odd,even_odd,,3,0.3125,5,5d45,1905,True,21,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.125,2,9d87,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.1875,3,fd86,fca6,True,35,wrong_pattern,0,False,10
partial_even_odd,even_odd,,3,0.3125,5,bd6c,fd4b,True,35,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.25,4,b52e,fd4b,True,59,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.375,6,7942,fd4b,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.125,2,9907,bd07,True,45,correct,3,True,10
partial_even_odd,even_odd,,3,0.125,2,bd46,bd07,True,21,correct,3,True,10
partial_even_odd,even_odd,,3,0.1875,3,bc45,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.125,2,bd25,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.1875,3,9f87,bf97,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.25,4,9d66,bd07,True,59,correct,3,True,10
partial_even_odd,even_odd,,3,0.0625,1,bd03,bd07,True,11,correct,3,True,10
partial_even_odd,even_odd,,3,0.125,2,ad27,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.3125,5,ef46,bf97,True,89,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.25,4,5d17,1905,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,2d0f,fd4b,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.25,4,3e03,bf97,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.125,2,bd43,bd07,True,21,correct,3,True,10
partial_even_odd,even_odd,,3,0.1875,3,bf45,bf97,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.25,4,ed57,bd07,True,21,correct,3,True,10
partial_even_odd,even_odd,,3,0.1875,3,a587,a797,True,55,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.125,2,bd37,bd07,True,45,correct,3,True,10
partial_even_odd,even_odd,,3,0.125,2,af07,bf97,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.125,2,bc17,bd07,True,11,correct,3,True,10
partial_even_odd,even_odd,,3,0.3125,5,ff0a,fd4b,True,35,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,fd67,fd4b,True,35,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.25,4,3926,fca6,True,59,wrong_pattern,0,False,10
partial_even_odd,even_odd,,3,0.25,4,6c07,bd07,True,35,correct,3,True,10
partial_even_odd,even_odd,,3,0.1875,3,b147,a75b,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,fd0b,fd4b,True,11,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,b706,a797,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,3c06,bd07,True,55,correct,3,True,10
partial_even_odd,even_odd,,3,0.1875,3,b516,bf97,True,25,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,f905,bd07,True,45,correct,3,True,10
partial_even_odd,even_odd,,3,0.3125,5,8127,bf97,True,65,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.0625,1,bd87,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.1875,3,b90d,bd07,True,45,correct,3,True,10
partial_even_odd,even_odd,,3,0.25,4,9787,a797,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.125,2,9d17,bd07,True,45,correct,3,True,10
partial_even_odd,even_odd,,3,0.1875,3,bd44,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.25,4,a91f,fd4b,True,21,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.0,0,bd07,bd07,True,0,correct,3,True,10
partial_even_odd,even_odd,,3,0.125,2,fd47,bd07,True,21,correct,3,True,10
partial_even_odd,even_odd,,3,0.125,2,9d27,bd07,True,25,correct,3,True,10
partial_even_odd,even_odd,,3,0.25,4,b996,fca6,True,45,wrong_pattern,0,False,10
partial_even_odd,even_odd,,3,0.25,4,ac0d,fd4b,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,9d01,1905,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.0625,1,b907,bd07,True,11,correct,3,True,10
partial_even_odd,even_odd,,3,0.25,4,b5a5,fca6,True,89,wrong_pattern,0,False,10
partial_even_odd,even_odd,,3,0.125,2,bd02,bd07,True,21,correct,3,True,10
partial_even_odd,even_odd,,3,0.125,2,bf03,bf97,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.1875,3,bb06,bf97,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,3,0.25,4,bc11,bd07,True,45,correct,3,True,10
partial_even_odd,even_odd,,3,0.25,4,bb1f,a75b,True,45,spurious,-1,False,10
partial_even_odd,even_odd,,0,0.125,2,aca6,fca6,True,21,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,fe22,fca6,True,59,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,fe8e,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,f5e6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,dc87,fca6,True,35,correct,0,True,11
partial_even_odd,even_odd,,0,0.0625,1,bca6,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,f2a6,a6b6,True,21,wrong_pattern,2,False,11
partial_even_odd,even_odd,,0,0.125,2,ecb6,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,7c86,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.0625,1,fcb6,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,faae,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,ffa6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.25,4,1ca7,58a4,True,45,spurious,-1,False,11
partial_even_odd,even_odd,,0,0.0625,1,fca7,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,f482,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.3125,5,bf96,fca6,True,69,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,bca2,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,fe87,fca6,True,35,correct,0,True,11
partial_even_odd,even_odd,,0,0.0625,1,fca7,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,bda6,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.0625,1,f8a6,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.3125,5,b996,fca6,True,45,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,b6a6,a6b6,True,21,wrong_pattern,2,False,11
partial_even_odd,even_odd,,0,0.0625,1,7ca6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.0625,1,fea6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.0625,1,fca7,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,fda2,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,9ce6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,5ca6,58a4,True,45,spurious,-1,False,11
partial_even_odd,even_odd,,0,0.125,2,7ce6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,ec66,fca6,True,59,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,bce6,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.0625,1,fc86,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,d8ae,fca6,True,45,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,e8ae,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,f826,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,f8b6,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,fe82,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,bc26,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,fcb2,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,bc26,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,fcb0,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,f4b4,fca6,True,35,correct,0,True,11
partial_even_odd,even_odd,,0,0.0625,1,fca4,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,fd06,bd07,True,11,wrong_pattern,3,False,11
partial_even_odd,even_odd,,0,0.125,2,fea2,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,74a7,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.25,4,ace2,fca6,True,21,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,d8a6,fca6,True,45,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,e8a7,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,bc8e,fca6,True,35,correct,0,True,11
partial_even_odd,even_odd,,0,0.25,4,bda0,fca6,True,35,correct,0,True,11
partial_even_odd,even_odd,,0,0.0625,1,fcb6,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,fe26,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,f42e,e46a,True,21,spurious,-1,False,11
partial_even_odd,even_odd,,0,0.1875,3,6ca4,58a4,True,45,spurious,-1,False,11
partial_even_odd,even_odd,,0,0.1875,3,bcb7,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.25,4,4ca2,58a4,True,45,spurious,-1,False,11
partial_even_odd,even_odd,,0,0.0625,1,eca6,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,ffa6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,6cb6,fca6,True,35,correct,0,True,11
partial_even_odd,even_odd,,0,0.25,4,1c26,58a4,True,45,spurious,-1,False,11
partial_even_odd,even_odd,,0,0.125,2,fda4,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.0625,1,fcae,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,f8ee,fca6,True,35,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,faa6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.0625,1,7ca6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,f836,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.25,4,788e,fca6,True,45,correct,0,True,11
partial_even_odd,even_odd,,0,0.0625,1,fc86,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,7de6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,fc66,fca6,True,59,correct,0,True,11
partial_even_odd,even_odd,,0,0.25,4,7cad,58a4,True,45,spurious,-1,False,11
partial_even_odd,even_odd,,0,0.3125,5,dc2b,fd4b,True,35,spurious,-1,False,11
partial_even_odd,even_odd,,0,0.1875,3,dcbe,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.0,0,fca6,fca6,True,0,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,fa26,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.0625,1,7ca6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,feae,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,fcf6,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,e826,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.0625,1,fc86,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,fe26,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,fcb7,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.0625,1,fcae,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,7c87,fca6,True,35,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,d486,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,bcb7,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,feb6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.25,4,5eae,58a4,True,45,spurious,-1,False,11
partial_even_odd,even_odd,,0,0.125,2,bda6,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.25,4,fe8c,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.0625,1,fca2,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,fd86,fca6,True,35,correct,0,True,11
partial_even_odd,even_odd,,0,0.25,4,ee82,fca6,True,41,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,74a6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.0625,1,fea6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,3ca6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,fcb2,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.25,4,d1a6,fca6,True,45,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,f422,fca6,True,59,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,7ea6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,fca0,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,fcb2,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,fcb4,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,c8a6,fca6,True,45,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,7cb6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,d4a6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,7eb6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,f6a7,a6b6,True,21,wrong_pattern,2,False,11
partial_even_odd,even_odd,,0,0.25,4,7e2e,fca6,True,59,correct,0,True,11
partial_even_odd,even_odd,,0,0.3125,5,f623,a6b6,True,83,wrong_pattern,2,False,11
partial_even_odd,even_odd,,0,0.3125,5,942e,fc2e,False,1636,oscillated,-1,False,11
partial_even_odd,even_odd,,0,0.1875,3,6ca4,58a4,True,45,spurious,-1,False,11
partial_even_odd,even_odd,,0,0.0,0,fca6,fca6,True,0,correct,0,True,11
partial_even_odd,even_odd,,0,0.0625,1,f8a6,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,f8b7,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,faa2,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,d4e6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,fcf7,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.0625,1,eca6,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,fce7,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,9ca6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.25,4,a4a2,fca6,True,45,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,dea6,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,dca2,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,f8a7,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,74ae,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.1875,3,5ca7,58a4,True,45,spurious,-1,False,11
partial_even_odd,even_odd,,0,0.125,2,fc82,fca6,True,25,correct,0,True,11
partial_even_odd,even_odd,,0,0.125,2,b8a6,fca6,True,11,correct,0,True,11
partial_even_odd,even_odd,,0,0.25,4,3dae,fca6,True,35,correct,0,True,11
