experiment,mode,variant,pat_idx,eta,hamming_in,init_state,result_state,settled,settle_time,outcome,recalled_pat,correct,source_fp,flip_bit,is_stored
attstab_even_odd,even_odd,,0,0.4375,7,5860,5868,True,49,spurious,-1,False,5868,3,False
attstab_even_odd,even_odd,,0,0.5625,9,5878,5868,True,11,spurious,-1,False,5868,4,False
attstab_even_odd,even_odd,,0,0.5625,9,5848,5949,True,11,spurious,-1,False,5868,5,False
attstab_even_odd,even_odd,,0,0.4375,7,5828,5868,True,11,spurious,-1,False,5868,6,False
attstab_even_odd,even_odd,,0,0.4375,7,58e8,5868,True,25,spurious,-1,False,5868,7,False
attstab_even_odd,even_odd,,0,0.5625,9,5968,5949,True,35,spurious,-1,False,5868,8,False
attstab_even_odd,even_odd,,0,0.5625,9,5a68,5868,True,49,spurious,-1,False,5868,9,False
attstab_even_odd,even_odd,,0,0.4375,7,5c68,5868,True,11,spurious,-1,False,5868,10,False
attstab_even_odd,even_odd,,0,0.5625,9,5068,4068,True,11,spurious,-1,False,5868,11,False
attstab_even_odd,even_odd,,0,0.5625,9,4868,5868,True,11,spurious,-1,False,5868,12,False
attstab_even_odd,even_odd,,0,0.4375,7,7868,5868,True,25,spurious,-1,False,5868,13,False
attstab_even_odd,even_odd,,0,0.5625,9,1868,5868,True,11,spurious,-1,False,5868,14,False
attstab_even_odd,even_odd,,0,0.4375,7,d868,5868,True,25,spurious,-1,False,5868,15,False
attstab_even_odd,even_odd,,0,0.4375,7,e46b,a75b,True,69,spurious,-1,False,e46a,0,False
attstab_even_odd,even_odd,,0,0.4375,7,e468,e46a,True,25,spurious,-1,False,e46a,1,False
attstab_even_odd,even_odd,,0,0.3125,5,e46e,e46a,True,21,spurious,-1,False,e46a,2,False
attstab_even_odd,even_odd,,0,0.3125,5,e462,fc6a,True,49,spurious,-1,False,e46a,3,False
attstab_even_odd,even_odd,,0,0.4375,7,e47a,e46a,True,11,spurious,-1,False,e46a,4,False
attstab_even_odd,even_odd,,0,0.4375,7,e44a,a75b,True,51,spurious,-1,False,e46a,5,False
attstab_even_odd,even_odd,,0,0.3125,5,e42a,e46a,True,21,spurious,-1,False,e46a,6,False
attstab_even_odd,even_odd,,0,0.3125,5,e4ea,e46a,True,25,spurious,-1,False,e46a,7,False
attstab_even_odd,even_odd,,0,0.4375,7,e56a,a75b,True,69,spurious,-1,False,e46a,8,False
attstab_even_odd,even_odd,,0,0.4375,7,e66a,e6fa,True,45,spurious,-1,False,e46a,9,False
attstab_even_odd,even_odd,,0,0.4375,7,e06a,e46a,True,11,spurious,-1,False,e46a,10,False
attstab_even_odd,even_odd,,0,0.3125,5,ec6a,fc6a,True,11,spurious,-1,False,e46a,11,False
attstab_even_odd,even_odd,,0,0.3125,5,f46a,e46a,True,11,spurious,-1,False,e46a,12,False
attstab_even_odd,even_odd,,0,0.4375,7,c46a,e46a,True,25,spurious,-1,False,e46a,13,False
attstab_even_odd,even_odd,,0,0.4375,7,a46a,e46a,True,21,spurious,-1,False,e46a,14,False
attstab_even_odd,even_odd,,0,0.4375,7,646a,e46a,True,25,spurious,-1,False,e46a,15,False
attstab_even_odd,even_odd,,0,0.3125,5,fc6b,fd4b,True,35,spurious,-1,False,fc6a,0,False
attstab_even_odd,even_odd,,0,0.3125,5,fc68,fc6a,True,25,spurious,-1,False,fc6a,1,False
attstab_even_odd,even_odd,,0,0.1875,3,fc6e,fc6a,True,11,spurious,-1,False,fc6a,2,False
attstab_even_odd,even_odd,,0,0.1875,3,fc62,fc6a,True,49,spurious,-1,False,fc6a,3,False
attstab_even_odd,even_odd,,0,0.3125,5,fc7a,fc6a,True,11,spurious,-1,False,fc6a,4,False
attstab_even_odd,even_odd,,0,0.3125,5,fc4a,fd4b,True,11,spurious,-1,False,fc6a,5,False
attstab_even_odd,even_odd,,0,0.1875,3,fc2a,fc6a,True,11,spurious,-1,False,fc6a,6,False
attstab_even_odd,even_odd,,0,0.1875,3,fcea,fc6a,True,25,spurious,-1,False,fc6a,7,False
attstab_even_odd,even_odd,,0,0.3125,5,fd6a,fd4b,True,35,spurious,-1,False,fc6a,8,False
attstab_even_odd,even_odd,,0,0.3125,5,fe6a,fc6a,True,49,spurious,-1,False,fc6a,9,False
attstab_even_odd,even_odd,,0,0.3125,5,f86a,fc6a,True,11,spurious,-1,False,fc6a,10,False
attstab_even_odd,even_odd,,0,0.3125,5,f46a,e46a,True,11,spurious,-1,False,fc6a,11,False
attstab_even_odd,even_odd,,0,0.3125,5,ec6a,fc6a,True,11,spurious,-1,False,fc6a,12,False
attstab_even_odd,even_odd,,0,0.3125,5,dc6a,fc6a,True,25,spurious,-1,False,fc6a,13,False
attstab_even_odd,even_odd,,0,0.3125,5,bc6a,fc6a,True,11,spurious,-1,False,fc6a,14,False
attstab_even_odd,even_odd,,0,0.3125,5,7c6a,fc6a,True,25,spurious,-1,False,fc6a,15,False
attstab_even_odd,even_odd,,2,0.5625,9,42f9,42f8,True,11,spurious,-1,False,42f8,0,False
attstab_even_odd,even_odd,,2,0.4375,7,42fa,42f8,True,25,spurious,-1,False,42f8,1,False
attstab_even_odd,even_odd,,2,0.4375,7,42fc,42f8,True,11,spurious,-1,False,42f8,2,False
attstab_even_odd,even_odd,,2,0.4375,7,42f0,42f8,True,25,spurious,-1,False,42f8,3,False
attstab_even_odd,even_odd,,2,0.5625,9,42e8,42f8,True,11,spurious,-1,False,42f8,4,False
attstab_even_odd,even_odd,,2,0.5625,9,42d8,42f8,True,25,spurious,-1,False,42f8,5,False
attstab_even_odd,even_odd,,2,0.4375,7,42b8,42f8,True,11,spurious,-1,False,42f8,6,False
attstab_even_odd,even_odd,,2,0.5625,9,4278,42f8,True,25,spurious,-1,False,42f8,7,False
attstab_even_odd,even_odd,,2,0.5625,9,43f8,42f8,True,11,spurious,-1,False,42f8,8,False
attstab_even_odd,even_odd,,2,0.5625,9,40f8,4068,True,45,spurious,-1,False,42f8,9,False
attstab_even_odd,even_odd,,2,0.4375,7,46f8,42f8,True,11,spurious,-1,False,42f8,10,False
attstab_even_odd,even_odd,,2,0.5625,9,4af8,42f8,True,25,spurious,-1,False,42f8,11,False
attstab_even_odd,even_odd,,2,0.5625,9,52f8,42f8,True,11,spurious,-1,False,42f8,12,False
attstab_even_odd,even_odd,,2,0.4375,7,62f8,42f8,True,25,spurious,-1,False,42f8,13,False
attstab_even_odd,even_odd,,2,0.4375,7,2f8,42f8,True,11,spurious,-1,False,42f8,14,False
attstab_even_odd,even_odd,,2,0.4375,7,c2f8,42f8,True,25,spurious,-1,False,42f8,15,False
attstab_even_odd,even_odd,,2,0.3125,5,e6fb,e6fa,True,11,spurious,-1,False,e6fa,0,False
attstab_even_odd,even_odd,,2,0.3125,5,e6f8,e6fa,True,25,spurious,-1,False,e6fa,1,False
attstab_even_odd,even_odd,,2,0.1875,3,e6fe,e6fa,True,11,spurious,-1,False,e6fa,2,False
attstab_even_odd,even_odd,,2,0.1875,3,e6f2,e6fa,True,25,spurious,-1,False,e6fa,3,False
attstab_even_odd,even_odd,,2,0.3125,5,e6ea,e6fa,True,11,spurious,-1,False,e6fa,4,False
attstab_even_odd,even_odd,,2,0.3125,5,e6da,e6fa,True,25,spurious,-1,False,e6fa,5,False
attstab_even_odd,even_odd,,2,0.1875,3,e6ba,e6fa,True,11,spurious,-1,False,e6fa,6,False
attstab_even_odd,even_odd,,2,0.3125,5,e67a,e6fa,True,25,spurious,-1,False,e6fa,7,False
attstab_even_odd,even_odd,,2,0.3125,5,e7fa,e6fa,True,11,spurious,-1,False,e6fa,8,False
attstab_even_odd,even_odd,,2,0.3125,5,e4fa,e46a,True,45,spurious,-1,False,e6fa,9,False
attstab_even_odd,even_odd,,2,0.3125,5,e2fa,e6fa,True,11,spurious,-1,False,e6fa,10,False
attstab_even_odd,even_odd,,2,0.3125,5,eefa,e6fa,True,25,spurious,-1,False,e6fa,11,False
attstab_even_odd,even_odd,,2,0.3125,5,f6fa,e6fa,True,11,spurious,-1,False,e6fa,12,False
attstab_even_odd,even_odd,,2,0.3125,5,c6fa,e6fa,True,25,spurious,-1,False,e6fa,13,False
attstab_even_odd,even_odd,,2,0.1875,3,a6fa,e6fa,True,11,spurious,-1,False,e6fa,14,False
attstab_even_odd,even_odd,,2,0.3125,5,66fa,e6fa,True,25,spurious,-1,False,e6fa,15,False
